source_protein_id	source_header	sequence_length	sequence_sha256	header_fgsg_id	legacy_protein_accession	legacy_seq_match_count	fgsg_candidate_count	unified_candidate_count	resolved_canonical_gene_id	bridge_status	bridge_method	mapping_confidence
XP_011322167.1	XP_011322167.1 hypothetical protein FGSG_03542 [Fusarium graminearum PH-1]	119	16497eeedcb9e322bd34709022239f2825c8cb5ceae6a64ed1e7f17dee28a151	FGSG_03542		0	1	1	fgraminearum::FGRAMPH1_01G13121	resolved	unified_plus_fgsg_support	
XP_011322168.1	XP_011322168.1 hypothetical protein FGSG_03541 [Fusarium graminearum PH-1]	623	a228b0b41a42f8143536626bd61eb5bae3528e39bec1777781a2392355274b3e	FGSG_03541		0	1	1	fgraminearum::FGRAMPH1_01G13119	resolved	unified_plus_fgsg_support	
XP_011322169.1	XP_011322169.1 isotrichodermin C-15 hydroxylase [Fusarium graminearum PH-1]	492	c36b759bdd621f7e9afb43e5ce854d92f7aba0a29b9b48eb36d9fb87641d47ae		I1RIA9	1	0	1	fgraminearum::FGRAMPH1_01G13117	resolved	exact_sequence_plus_unified_support	
XP_011322170.1	XP_011322170.1 hypothetical protein FGSG_03539 [Fusarium graminearum PH-1]	43	c6bdd13c958f5f0ab8e1487f01620eb0acd26542523cc417259af2a0b61d8303	FGSG_03539	I1RIA8	1	1	1	fgraminearum::FGRAMPH1_01G13115	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322171.1	XP_011322171.1 hypothetical protein FGSG_03538 [Fusarium graminearum PH-1]	420	9b5a3f0957d2a29f2f72b2af4726e05d5c21858b8298c03c4973d1fbd8b2151b	FGSG_03538	I1RIA7	1	1	1	fgraminearum::FGRAMPH1_01G13113	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322172.1	XP_011322172.1 trichodiene synthase [Fusarium graminearum PH-1]	375	9a970f982464750c1be2ea3498e1f477c7f6cebf50a9cb5769c9c4b755b76906		Q00909	1	0	1	fgraminearum::FGRAMPH1_01G13111	resolved	ncbi_protein_id_via_unified_map	
XP_011322173.1	XP_011322173.1 hypothetical protein FGSG_03536, partial [Fusarium graminearum PH-1]	223	510f9a46538089f5c28331af6128da4c1f0e7d69f96786056e2df126c9e41cdc	FGSG_03536		0	1	1	fgraminearum::FGRAMPH1_01G13109	resolved	unified_plus_fgsg_support	
XP_011322174.1	XP_011322174.1 trichodiene oxygenase [Fusarium graminearum PH-1]	520	c4c8bfc55e788714ce9561338c4d276c614455f1110ae3a6dc6a02faaf530b32		I1RIA5	1	0	1	fgraminearum::FGRAMPH1_01G13107	resolved	exact_sequence_plus_unified_support	
XP_011322175.1	XP_011322175.1 hypothetical protein FGSG_03534 [Fusarium graminearum PH-1]	494	30e56cca42a1219dad477313a66a6de299b6e251f103f79fded8c278b62908c3	FGSG_03534		0	1	1	fgraminearum::FGRAMPH1_01G13105	resolved	unified_plus_fgsg_support	
XP_011322176.1	XP_011322176.1 hypothetical protein FGSG_03533 [Fusarium graminearum PH-1]	213	d343db5a94389dae53648fb00762ae433ab1953272150b84de66737674df94b6	FGSG_03533	I1RIA3	1	1	1	fgraminearum::FGRAMPH1_01G13103	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322177.1	XP_011322177.1 hypothetical protein FGSG_03532 [Fusarium graminearum PH-1]	445	c5036ff043e1b906342822ee15a5fff6ddef676261dab3b70fbeb5a146fd823e	FGSG_03532	I1RIA2	1	1	1	fgraminearum::FGRAMPH1_01G13101	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322178.1	XP_011322178.1 hypothetical protein FGSG_03531 [Fusarium graminearum PH-1]	337	4e71d166bc53a4cfc9768bcafa4b4f3f6844ee6fa46e3063327d0e1b6994807d	FGSG_03531	I1RIA1	1	1	1	fgraminearum::FGRAMPH1_01G13099	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322179.1	XP_011322179.1 hypothetical protein FGSG_03530 [Fusarium graminearum PH-1]	242	6eccca8da7134b2b7ce8b6d8a7b69abed4ac176fd23e6fab8c9d997928d84ade	FGSG_03530		0	1	1	fgraminearum::FGRAMPH1_01G13097	resolved	unified_plus_fgsg_support	
XP_011322180.1	XP_011322180.1 hypothetical protein FGSG_03529 [Fusarium graminearum PH-1]	301	c27a3ff5ad83a706ecd87aca9924bf742793b098ab7777d28f9775a5e1d991ce	FGSG_03529	V6R5G9	1	1	1	fgraminearum::FGRAMPH1_01G13095	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322181.1	XP_011322181.1 hypothetical protein FGSG_03528 [Fusarium graminearum PH-1]	970	af21251586932ac71349a2b2945074ecff6fb4f08667c883949bb34dc768336c	FGSG_03528	I1RI99	1	1	1	fgraminearum::FGRAMPH1_01G13093	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322182.1	XP_011322182.1 hypothetical protein FGSG_03527 [Fusarium graminearum PH-1]	581	9a3daa508795944d7114f97aaefd32402d1f38aca7174daf6c465370fe99cbed	FGSG_03527	I1RI98	1	1	1	fgraminearum::FGRAMPH1_01G13091	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322183.1	XP_011322183.1 hypothetical protein FGSG_03526 [Fusarium graminearum PH-1]	355	3d793a5658b929af496a4a005be808897586789fa155acb6fdcf7f72f5a08bed	FGSG_03526	I1RI97	1	1	1	fgraminearum::FGRAMPH1_01G13089	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322184.1	XP_011322184.1 hypothetical protein FGSG_03525 [Fusarium graminearum PH-1]	392	c4dbefed89dd1e44a487be9ab15df7ef0dc57871ea7d583f237c549d589be989	FGSG_03525	I1RI96	1	1	1	fgraminearum::FGRAMPH1_01G13087	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322185.1	XP_011322185.1 hypothetical protein FGSG_03524 [Fusarium graminearum PH-1]	338	c3b1a625a5d743ee58dc87f89ed1e424710d4ef2f3e4c1c7825bf0ea5e2c714a	FGSG_03524	I1RI95	1	1	1	fgraminearum::FGRAMPH1_01G13085	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322186.1	XP_011322186.1 hypothetical protein FGSG_03523 [Fusarium graminearum PH-1]	524	00ce468064197bb09b639d571ab214ec12212a71db6e6e0368846c65bfec561a	FGSG_03523		0	1	1	fgraminearum::FGRAMPH1_01G13083	resolved	unified_plus_fgsg_support	
XP_011322187.1	XP_011322187.1 hypothetical protein FGSG_03522 [Fusarium graminearum PH-1]	629	db5768b3027f946eb98cb0f1cb4fbdcb9d704dd7f93f48ccd1f3ab27d2dd1224	FGSG_03522		0	1	1	fgraminearum::FGRAMPH1_01G13081	resolved	unified_plus_fgsg_support	
XP_011322188.1	XP_011322188.1 hypothetical protein FGSG_03521 [Fusarium graminearum PH-1]	184	3f6fc24f85944e0dcf543657cf6f5fb94795ac6dae642b71d894fe6577abbcd2	FGSG_03521	I1RI92	1	1	1	fgraminearum::FGRAMPH1_01G13079	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322189.1	XP_011322189.1 hypothetical protein FGSG_03520 [Fusarium graminearum PH-1]	219	351d451e0cf426a39b26e50319ce2856a19d34e32575b3f907235947e1fcd2d6	FGSG_03520	I1RI91	1	1	1	fgraminearum::FGRAMPH1_01G13077	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322190.1	XP_011322190.1 hypothetical protein FGSG_03519 [Fusarium graminearum PH-1]	259	e07c12a831c69f2040a6602ec51c485009690403a92eeb4542d337bab71e7027	FGSG_03519	I1RI90	1	1	1	fgraminearum::FGRAMPH1_01G13075	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322191.1	XP_011322191.1 hypothetical protein FGSG_03518 [Fusarium graminearum PH-1]	714	b6dc521361536130af9155cf30109229bd6b36f1cce0d6cbd1d285373884ac6f	FGSG_03518	I1RI89	1	1	1	fgraminearum::FGRAMPH1_01G13073	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322192.1	XP_011322192.1 hypothetical protein FGSG_03517 [Fusarium graminearum PH-1]	348	95bb64591cd15b84caa0f783184486db7cb78b091af4ab32d3191caa5eaf1e16	FGSG_03517	I1RI88	1	1	1	fgraminearum::FGRAMPH1_01G13071	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322193.1	XP_011322193.1 hypothetical protein FGSG_03516 [Fusarium graminearum PH-1]	478	c504ab91148fe85748a2843e900bd7c99c2da0952bf142781a3fcdda3eaa43ea	FGSG_03516	I1RI87	1	1	1	fgraminearum::FGRAMPH1_01G13069	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322194.1	XP_011322194.1 hypothetical protein FGSG_12417 [Fusarium graminearum PH-1]	373	c1ac1ecdd189ecf74cf9330c1f993fa55caf27d0be7f2626284d9661c9a98ec5	FGSG_12417	I1S6E6	1	1	1	fgraminearum::FGRAMPH1_01G13067	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322195.1	XP_011322195.1 hypothetical protein FGSG_12418 [Fusarium graminearum PH-1]	612	29d8f36d8b1e30f08897c8ac59a2b2f65e7effa9df89103fbfa36f979d645d00	FGSG_12418	I1S6E7	1	1	1	fgraminearum::FGRAMPH1_01G13065	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322196.1	XP_011322196.1 hypothetical protein FGSG_03514 [Fusarium graminearum PH-1]	464	81859f0b8ac2e87793cf6a5093385af7c20b66cf114aa0579cb25957f9067060	FGSG_03514		0	1	1	fgraminearum::FGRAMPH1_01G13063	resolved	unified_plus_fgsg_support	
XP_011322197.1	XP_011322197.1 hypothetical protein FGSG_03513 [Fusarium graminearum PH-1]	341	6f4e4cde84b4606da569b5c4cf20d627ac5ef7905a080409e1fbe8396c346011	FGSG_03513	I1RI85	1	1	1	fgraminearum::FGRAMPH1_01G13061	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322198.1	XP_011322198.1 hypothetical protein FGSG_03512 [Fusarium graminearum PH-1]	565	b0f20e32d4c2bcf5ff83669caee468a96d0b0ee42896790962f7a09e9039f125	FGSG_03512	V6R645	1	1	1	fgraminearum::FGRAMPH1_01G13059	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322199.1	XP_011322199.1 hypothetical protein FGSG_03511 [Fusarium graminearum PH-1]	383	d3a3b185ced2c51ab564bb6b78a56eb3cbb98667ed034c61f7e6739eca28e27d	FGSG_03511	I1RI84	1	1	1	fgraminearum::FGRAMPH1_01G13057	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322200.1	XP_011322200.1 hypothetical protein FGSG_03510 [Fusarium graminearum PH-1]	563	5b3995085c637b240a232a93ae58d9c2d1059594021a56602eeade83382044f2	FGSG_03510	I1RI83	1	1	1	fgraminearum::FGRAMPH1_01G13055	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322201.1	XP_011322201.1 hypothetical protein FGSG_03509 [Fusarium graminearum PH-1]	352	84879341bd05c3b6d47123c5ac46a9b8e00ddbe04486797e55f8c339caebc11d	FGSG_03509	I1RI82	1	1	1	fgraminearum::FGRAMPH1_01G13053	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322202.1	XP_011322202.1 hypothetical protein FGSG_03508 [Fusarium graminearum PH-1]	534	1de20afea17ad28c8e1dfb573ce8582308b46dda66a0c6800b2f4d9b12310055	FGSG_03508	I1RI81	1	1	1	fgraminearum::FGRAMPH1_01G13051	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322203.1	XP_011322203.1 hypothetical protein FGSG_03507 [Fusarium graminearum PH-1]	590	696bb3e1f0a3ea9dde53b9541fe7c166dfb1586ca57408cf6b0bc1410a35cdb6	FGSG_03507	I1RI80	1	1	1	fgraminearum::FGRAMPH1_01G13049	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322204.1	XP_011322204.1 hypothetical protein FGSG_03506 [Fusarium graminearum PH-1]	414	2256f185ebf66835b0fe243f58bccf0482907fc9138b71528c232a3dbbbe810c	FGSG_03506		0	1	1	fgraminearum::FGRAMPH1_01G13045	resolved	unified_plus_fgsg_support	
XP_011322205.1	XP_011322205.1 hypothetical protein FGSG_03505 [Fusarium graminearum PH-1]	542	53c29e7cc7d1b79d126d09ec12daf8e48704a24c2983e1cdd29069126c396a22	FGSG_03505	I1RI78	1	1	1	fgraminearum::FGRAMPH1_01G13043	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322206.1	XP_011322206.1 hypothetical protein FGSG_03504 [Fusarium graminearum PH-1]	355	a75be22a58f05d756be51baa85b4e70197ec69732434af4ddbdd1591fef2d820	FGSG_03504	I1RI77	1	1	1	fgraminearum::FGRAMPH1_01G13041	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322207.1	XP_011322207.1 hypothetical protein FGSG_03503 [Fusarium graminearum PH-1]	61	3f7630afc62cf4efe4a8ad9932e37f7ba749e893a01cf32e8629bed2541dc770	FGSG_03503		0	1	1	fgraminearum::FGRAMPH1_01G13039	resolved	unified_plus_fgsg_support	
XP_011322208.1	XP_011322208.1 hypothetical protein FGSG_03502 [Fusarium graminearum PH-1]	411	88ae707eef1b90b744a674e26f98e3d8c66ce09b5963fe13a1c7568ff47a214d	FGSG_03502	I1RI75	1	1	1	fgraminearum::FGRAMPH1_01G13035	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322209.1	XP_011322209.1 hypothetical protein FGSG_12419 [Fusarium graminearum PH-1]	274	0784ecf30dd9b9a2620afc99c731e5a15ccd03899089c53aa47bb4e47289cdd2	FGSG_12419		0	1	1	fgraminearum::FGRAMPH1_01G13033	resolved	unified_plus_fgsg_support	
XP_011322210.1	XP_011322210.1 hypothetical protein FGSG_12420 [Fusarium graminearum PH-1]	432	c716fe1a9779cc6484ddf9515783a2bdb745a40a42bcf2f0a783d3a41f676c45	FGSG_12420		0	1	1	fgraminearum::FGRAMPH1_01G13031	resolved	unified_plus_fgsg_support	
XP_011322211.1	XP_011322211.1 hypothetical protein FGSG_12421 [Fusarium graminearum PH-1]	574	247cfc6309f92204518ec10ee83270b58a30322672ba2b2c7058d9efe13161a2	FGSG_12421	I1S6F0	1	1	1	fgraminearum::FGRAMPH1_01G13029	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322212.1	XP_011322212.1 hypothetical protein FGSG_03500 [Fusarium graminearum PH-1]	230	d25583724ccff7b19b878b0896950e98a42aaefcde75dab4a2cb5c7bfe247687	FGSG_03500		0	1	1	fgraminearum::FGRAMPH1_01G13027	resolved	unified_plus_fgsg_support	
XP_011322213.1	XP_011322213.1 hypothetical protein FGSG_03499 [Fusarium graminearum PH-1]	491	dba910b90c0ec92f2ef7030d841f15488f7561b3d0fe468dfec816f5578b1ec3	FGSG_03499	I1RI73	1	1	1	fgraminearum::FGRAMPH1_01G13025	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322214.1	XP_011322214.1 hypothetical protein FGSG_03498 [Fusarium graminearum PH-1]	505	ab5c0ea3f979cddf6c76d77703606458946b6506a9879fa03f9791fc4848da8d	FGSG_03498	I1RI72	1	1	1	fgraminearum::FGRAMPH1_01G13023	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322215.1	XP_011322215.1 hypothetical protein FGSG_03497 [Fusarium graminearum PH-1]	974	851a9117f570cb187a32cd509eb6e2360864c277f3c326155d8d0209435a273a	FGSG_03497	I1RI71	1	1	1	fgraminearum::FGRAMPH1_01G13021	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322216.1	XP_011322216.1 hypothetical protein FGSG_03496 [Fusarium graminearum PH-1]	242	7a5ddbf12c326c0f5a03d88afdb28e68f93a721836d080bceb943cf667004af2	FGSG_03496		0	1	1	fgraminearum::FGRAMPH1_01G13019	resolved	unified_plus_fgsg_support	
XP_011322217.1	XP_011322217.1 hypothetical protein FGSG_03495 [Fusarium graminearum PH-1]	293	6ab5a4a2a4fa7f0dca1a2c808f2a228f78f44bb866e18ce8f08f5a206ea73f45	FGSG_03495		0	1	1	fgraminearum::FGRAMPH1_01G13015	resolved	unified_plus_fgsg_support	
XP_011322218.1	XP_011322218.1 hypothetical protein FGSG_03494 [Fusarium graminearum PH-1]	371	fcccf4c6befc2f44bba3f837bd055190ee63f11036c4b268f05432db4b0a1a62	FGSG_03494	I1RI68	1	1	1	fgraminearum::FGRAMPH1_01G13013	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322219.1	XP_011322219.1 hypothetical protein FGSG_03493 [Fusarium graminearum PH-1]	126	659afd85b4090405cbda10adc3a27df4bfe6cc4b2ac696bdf736578af8f3d522	FGSG_03493	I1RI67	1	1	1	fgraminearum::FGRAMPH1_01G13011	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322220.1	XP_011322220.1 hypothetical protein FGSG_03492 [Fusarium graminearum PH-1]	122	bcc01f3bd808756d14b5d448251e2b02d8743b72ca3de15dc65a7021199957cf	FGSG_03492		0	1	1	fgraminearum::FGRAMPH1_01G13009	resolved	unified_plus_fgsg_support	
XP_011322221.1	XP_011322221.1 hypothetical protein FGSG_03491 [Fusarium graminearum PH-1]	171	054208d4a63a8e3030c3bdf9cdf0da6c20fe8c8d87e36b63b783000735a71190	FGSG_03491	I1RI65	1	1	1	fgraminearum::FGRAMPH1_01G13007	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322222.1	XP_011322222.1 hypothetical protein FGSG_12422 [Fusarium graminearum PH-1]	106	c4957b825501c8e9670ae7d600d5bd80aab626f6604bdb7b9fc57f2970509123	FGSG_12422	I1S6F1	1	1	1	fgraminearum::FGRAMPH1_01G13005	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322223.1	XP_011322223.1 hypothetical protein FGSG_12423 [Fusarium graminearum PH-1]	116	d7267178869467533b1a1e29dd678c01d93a88c298791d33b202a7c25d79ac93	FGSG_12423	I1S6F2	1	1	1	fgraminearum::FGRAMPH1_01G13003	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322224.1	XP_011322224.1 hypothetical protein FGSG_03489 [Fusarium graminearum PH-1]	533	4154989c98452f804112436985ace48a2c67d13d80b1775566a6906049ff4cc6	FGSG_03489	I1RI64	1	1	1	fgraminearum::FGRAMPH1_01G13001	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322225.1	XP_011322225.1 hypothetical protein FGSG_03488 [Fusarium graminearum PH-1]	479	1f15e18ae895836ec1342f65429fd089f871445ed2cbea507661201e894bab3d	FGSG_03488		0	1	1	fgraminearum::FGRAMPH1_01G12999	resolved	unified_plus_fgsg_support	
XP_011322226.1	XP_011322226.1 hypothetical protein FGSG_03487 [Fusarium graminearum PH-1]	656	da679b56b85282baed33d1cc6cf86353f1b377ff61294f86e145e59f2a621d65	FGSG_03487		0	1	1	fgraminearum::FGRAMPH1_01G12997	resolved	unified_plus_fgsg_support	
XP_011322227.1	XP_011322227.1 hypothetical protein FGSG_03486 [Fusarium graminearum PH-1]	426	b7892b534c31089cd336979c7dbfe018faffee535a4569eda4fd00f53f94d664	FGSG_03486	I1RI61	1	1	1	fgraminearum::FGRAMPH1_01G12995	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322228.1	XP_011322228.1 hypothetical protein FGSG_03485 [Fusarium graminearum PH-1]	358	015cdb669aba83b357da818e7c36fc2a2b8a2c10477bd66661d5e32a2c8c5d31	FGSG_03485		0	1	1	fgraminearum::FGRAMPH1_01G12993	resolved	unified_plus_fgsg_support	
XP_011322229.1	XP_011322229.1 hypothetical protein FGSG_03484 [Fusarium graminearum PH-1]	331	3230f1aa40430d26fb288a470e41b7e41c195e3edbf00045f811bb27de4538bf	FGSG_03484		0	1	1	fgraminearum::FGRAMPH1_01G12991	resolved	unified_plus_fgsg_support	
XP_011322230.1	XP_011322230.1 pectin lyase B precursor [Fusarium graminearum PH-1]	377	d7c3242a929badc0333002af8009d77c536bd8ed53e77501b45e79c7a15ba487		I1RI58	1	0	1	fgraminearum::FGRAMPH1_01G12989	resolved	exact_sequence_plus_unified_support	
XP_011322231.1	XP_011322231.1 hypothetical protein FGSG_03482 [Fusarium graminearum PH-1]	183	d41b0b45894a9f24a0f2124712c863e1155665e5fd1bbf7829befdc4bcf4b129	FGSG_03482	I1RI57	1	1	1	fgraminearum::FGRAMPH1_01G12987	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322232.1	XP_011322232.1 hypothetical protein FGSG_03481 [Fusarium graminearum PH-1]	382	6b0969bad3b3935233c283415f52ac9eb0b3115a01c0c3253d65bde15204b759	FGSG_03481	I1RI56	1	1	1	fgraminearum::FGRAMPH1_01G12985	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322233.1	XP_011322233.1 hypothetical protein FGSG_03480 [Fusarium graminearum PH-1]	927	046b5bcd824e16ff8c75fd65b3770289c62f8635ffc1853fa2f281ab0581f612	FGSG_03480		0	1	1	fgraminearum::FGRAMPH1_01G12983	resolved	unified_plus_fgsg_support	
XP_011322234.1	XP_011322234.1 hypothetical protein FGSG_03479 [Fusarium graminearum PH-1]	235	0456820313f233523b0fac43e39c3f4cdfbc4f25eeaf895e6ac4ffe3e2064b19	FGSG_03479	I1RI54	1	1	1	fgraminearum::FGRAMPH1_01G12981	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322235.1	XP_011322235.1 hypothetical protein FGSG_03478 [Fusarium graminearum PH-1]	117	490b7ae50d4ac675aabea74ef1233038a58d6fa111f4470a7a8bd5b2a28e2126	FGSG_03478		0	1	1	fgraminearum::FGRAMPH1_01G12979	resolved	unified_plus_fgsg_support	
XP_011322236.1	XP_011322236.1 hypothetical protein FGSG_03477 [Fusarium graminearum PH-1]	512	a590f70f2530fa792ddbf410c16210d35c25a3a57c2852585ad5b861dbcc23c0	FGSG_03477	I1RI52	1	1	1	fgraminearum::FGRAMPH1_01G12977	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322237.1	XP_011322237.1 hypothetical protein FGSG_03476 [Fusarium graminearum PH-1]	377	c12ea8fdeda141454266184afe62ee314a2b66f5041a10d00d5ad67a80a3edf2	FGSG_03476	I1RI51	1	1	1	fgraminearum::FGRAMPH1_01G12975	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322238.1	XP_011322238.1 hypothetical protein FGSG_03475 [Fusarium graminearum PH-1]	615	961a28eeb2d104422f5d4f54f8b426b24865f5ef62a2f25a6511e6694bb0b065	FGSG_03475	I1RI50	1	1	1	fgraminearum::FGRAMPH1_01G12973	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322239.1	XP_011322239.1 hypothetical protein FGSG_03474 [Fusarium graminearum PH-1]	398	32ef0fd5c6db8cba000628ce599ab10ddd28c4308cadf4a49eef2318ca2dfd82	FGSG_03474		0	1	1	fgraminearum::FGRAMPH1_01G12971	resolved	unified_plus_fgsg_support	
XP_011322240.1	XP_011322240.1 hypothetical protein FGSG_03473 [Fusarium graminearum PH-1]	146	bf871502caaaf643013f4743497a8c28ba5d28c49fd7118924606e33216decb1	FGSG_03473		0	1	1	fgraminearum::FGRAMPH1_01G12969	resolved	unified_plus_fgsg_support	
XP_011322241.1	XP_011322241.1 hypothetical protein FGSG_03472 [Fusarium graminearum PH-1]	148	c36e8a741d5c08c53baae410692e4bfa80547d508881cc2e6e6fa3d7f7f1d9d5	FGSG_03472	I1RI47	1	1	1	fgraminearum::FGRAMPH1_01G12967	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322242.1	XP_011322242.1 hypothetical protein FGSG_03471 [Fusarium graminearum PH-1]	354	42c716d6bf5afb40bde4e4a8a7a80ec625304be6449f096d30b0ef2df7f469f3	FGSG_03471		0	1	1	fgraminearum::FGRAMPH1_01G12963	resolved	unified_plus_fgsg_support	
XP_011322243.1	XP_011322243.1 hypothetical protein FGSG_03470 [Fusarium graminearum PH-1]	113	9b99235e8bbaa542761839f37e29035f2f02c29ec3a8388deb2984372af00138	FGSG_03470	I1RI45	1	1	1	fgraminearum::FGRAMPH1_01G12961	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322244.1	XP_011322244.1 hypothetical protein FGSG_12424 [Fusarium graminearum PH-1]	256	ae5e261a5726c20a629f009c13137dbc4e3e96f78f09dca4759d63a15d6044c4	FGSG_12424	I1S6F3	1	1	1	fgraminearum::FGRAMPH1_01G12959	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322245.1	XP_011322245.1 hypothetical protein FGSG_12425 [Fusarium graminearum PH-1]	241	a69ec34a10aae731b7b19d396c8112ca5be084ff8c869d47f4ff4ab84ce6308f	FGSG_12425	I1S6F4	1	1	1	fgraminearum::FGRAMPH1_01G12957	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322246.1	XP_011322246.1 hypothetical protein FGSG_12426 [Fusarium graminearum PH-1]	470	6b5d03b54c59b36f7581e6fd28199308753ad80eac2b38c372fdc50c06bca111	FGSG_12426		0	1	1	fgraminearum::FGRAMPH1_01G12955	resolved	unified_plus_fgsg_support	
XP_011322247.1	XP_011322247.1 hypothetical protein FGSG_12427 [Fusarium graminearum PH-1]	246	28f59626a100041a61ad9e8409805a4bae4e7de85aadcc00c3f7ca577ddf5653	FGSG_12427		0	1	1	fgraminearum::FGRAMPH1_01G12953	resolved	unified_plus_fgsg_support	
XP_011322248.1	XP_011322248.1 extracellular elastinolytic metalloproteinase precursor [Fusarium graminearum PH-1]	631	bc8cc0becb6b7e5c02b4cfd5f27c5cc7efd2e4676580713b5fd9e5c8e48f339d		I1RI44	1	0	1	fgraminearum::FGRAMPH1_01G12949	resolved	exact_sequence_plus_unified_support	
XP_011322249.1	XP_011322249.1 hypothetical protein FGSG_03466 [Fusarium graminearum PH-1]	355	eb0de96c99d2dcec75cf0aeb3e19dd651daa299c005826bb1ae655ad4f0f5c03	FGSG_03466	I1RI43	1	1	1	fgraminearum::FGRAMPH1_01G12947	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322250.1	XP_011322250.1 hypothetical protein FGSG_03465 [Fusarium graminearum PH-1]	504	52c6fb663ae638405bee41965989196e34724fdc23f050b1d5fd358a008c70b2	FGSG_03465		0	1	1	fgraminearum::FGRAMPH1_01G12945	resolved	unified_plus_fgsg_support	
XP_011322251.1	XP_011322251.1 hypothetical protein FGSG_03464 [Fusarium graminearum PH-1]	345	3b65dca983ff6acdce6a2fd6ce9f740341839d2a93010dee386c47a9671422ac	FGSG_03464		0	1	1	fgraminearum::FGRAMPH1_01G12943	resolved	unified_plus_fgsg_support	
XP_011322252.1	XP_011322252.1 hypothetical protein FGSG_03463 [Fusarium graminearum PH-1]	177	8548b716e51e4d2aee4bd64f778001f7e63dc95cf4c56ed0019ac76b4a1bf6d0	FGSG_03463	I1RI40	1	1	1	fgraminearum::FGRAMPH1_01G12941	resolved	exact_sequence_plus_fgsg_support	exact
XP_011322253.1	XP_011322253.1 hypothetical protein FGSG_03462 [Fusarium graminearum PH-1]	960	1cc437e351a0e5a86c62714f9847d0d83d4ffb897025b973243b330c9f2c74b5	FGSG_03462	I1RI39	1	1	1	fgraminearum::FGRAMPH1_01G12939	resolved	exact_sequence_plus_fgsg_support	exact
