yeast_support_source	support_type	orthogroup_id	canonical_fusarium_gene_id	bridge_resolved	bridge_method	mapping_confidence	bridge_evidence_path	passes_fusarium_filtering	weak_positive_confidence	occupancy_count	occupancy_fraction	fg_mean_copy_18	fg_median_copy_18	fg_max_copy_18	fg_single_copy_fraction_18	copy_status	single_copy_or_near_single_copy	single_copy_orthofinder_listed	orthogroup_member_count_total	ph1_copy_count_from_membership	in_final_positive_set	in_high_confidence_set	in_final_label_set	is_lethal_supported_positive	final_label_class	final_label_bucket	ph1_gene_ids	scer_essential_gene_ids	spom_essential_gene_ids	source_row_count	yeast_gene	yeast_species
spom_only	spom_only	OG0002216	fgraminearum::FGRAMPH1_01G06983	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0556	1.0	2	0.9444	near_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011318894.1		SPBC21D10.05c.1:pep	1	SPBC21D10.05c.1:pep	spom
both	both	OG0002222	fgraminearum::FGRAMPH1_01G03555	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317250.1	YLR316C	SPAP27G11.04c.1:pep	1	YLR316C	both
both	both	OG0002223	fgraminearum::FGRAMPH1_01G03559	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317252.1	YLL011W	SPBC1A4.07c.1:pep	1	YLL011W	both
both	both	OG0002224	fgraminearum::FGRAMPH1_01G03561	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317253.1	YIL021W	SPCC1442.10c.1:pep	1	YIL021W	both
spom_only	spom_only	OG0002225	fgraminearum::FGRAMPH1_01G03565	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317255.1		SPCC736.03c.1:pep	1	SPCC736.03c.1:pep	spom
both	both	OG0002232	fgraminearum::FGRAMPH1_01G03635	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317289.1	YPL083C	SPCC613.09.1:pep	1	YPL083C	both
both	both	OG0002233	fgraminearum::FGRAMPH1_01G03657	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317299.1	YHR062C	SPAC3A12.04c.1:pep	1	YHR062C	both
both	both	OG0002234	fgraminearum::FGRAMPH1_01G03665	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317304.1	YBR193C	SPBC21.04.1:pep	1	YBR193C	both
spom_only	spom_only	OG0002237	fgraminearum::FGRAMPH1_01G03685	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317314.1		SPCC1259.15c.1:pep	1	SPCC1259.15c.1:pep	spom
both	both	OG0002241	fgraminearum::FGRAMPH1_01G24357	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326993.1	YER023W	SPAPYUG7.05.1:pep	1	YER023W	both
spom_only	spom_only	OG0002243	fgraminearum::FGRAMPH1_01G24361	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326995.1		SPCC4B3.09c.1:pep	1	SPCC4B3.09c.1:pep	spom
both	both	OG0002244	fgraminearum::FGRAMPH1_01G24363	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326996.1	YLR106C	SPCC737.08.1:pep	1	YLR106C	both
both	both	OG0002245	fgraminearum::FGRAMPH1_01G24371	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327000.1	YJL109C	SPBC23E6.04c.1:pep	1	YJL109C	both
both	both	OG0002246	fgraminearum::FGRAMPH1_01G24379	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327004.1	YDR232W	SPAC2F3.09.1:pep	1	YDR232W	both
spom_only	spom_only	OG0002247	fgraminearum::FGRAMPH1_01G24383	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327006.1		SPAC3F10.04.1:pep	1	SPAC3F10.04.1:pep	spom
spom_only	spom_only	OG0002248	fgraminearum::FGRAMPH1_01G24385	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	yes	Positive_High	lethal_plus_high_confidence_yeast_transfer	XP_011327007.1		SPAC2F3.04c.1:pep	1	SPAC2F3.04c.1:pep	spom
spom_only	spom_only	OG0002250	fgraminearum::FGRAMPH1_01G24411	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327021.1		SPAC17A5.06.1:pep	1	SPAC17A5.06.1:pep	spom
spom_only	spom_only	OG0002251	fgraminearum::FGRAMPH1_01G24425	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327027.1		SPAC343.02.1:pep	1	SPAC343.02.1:pep	spom
both	both	OG0002254	fgraminearum::FGRAMPH1_01G24455	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327041.1	YHR169W	SPBC543.06c.1:pep	1	YHR169W	both
spom_only	spom_only	OG0002256	fgraminearum::FGRAMPH1_01G24463	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327045.1		SPAC21E11.07.1:pep	1	SPAC21E11.07.1:pep	spom
spom_only	spom_only	OG0002263	fgraminearum::FGRAMPH1_01G24533	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327077.1		SPAC6G10.07.1:pep	1	SPAC6G10.07.1:pep	spom
both	both	OG0002264	fgraminearum::FGRAMPH1_01G24541	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327081.1	YMR203W	SPBC27B12.13.1:pep	1	YMR203W	both
spom_only	spom_only	OG0002265	fgraminearum::FGRAMPH1_01G24547	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327084.1		SPBC2F12.02c.1:pep	1	SPBC2F12.02c.1:pep	spom
spom_only	spom_only	OG0002266	fgraminearum::FGRAMPH1_01G24549	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327085.1		SPBC3B9.01.1:pep	1	SPBC3B9.01.1:pep	spom
both	both	OG0002270	fgraminearum::FGRAMPH1_01G24583	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327098.1	YOR319W	SPAC31G5.01.1:pep	1	YOR319W	both
both	both	OG0002272	fgraminearum::FGRAMPH1_01G24677	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327144.1	YCR057C	SPBC713.04c.1:pep	1	YCR057C	both
scer_only	scer_only	OG0002273	fgraminearum::FGRAMPH1_01G24679	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327145.1	YHR107C		1	YHR107C	scer
scer_only	scer_only	OG0002274	fgraminearum::FGRAMPH1_01G24707	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327158.1	YKL095W		1	YKL095W	scer
both	both	OG0002275	fgraminearum::FGRAMPH1_01G24709	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327159.1	YOR077W	SPBC365.09c.1:pep	1	YOR077W	both
both	both	OG0002277	fgraminearum::FGRAMPH1_01G24721	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327165.1	YHR074W	SPCC553.02.1:pep	1	YHR074W	both
both	both	OG0002278	fgraminearum::FGRAMPH1_01G24727	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327167.1	YOR287C	SPAC823.04.1:pep	1	YOR287C	both
spom_only	spom_only	OG0002279	fgraminearum::FGRAMPH1_01G24733	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327170.1		SPAC29A4.03c.1:pep	1	SPAC29A4.03c.1:pep	spom
both	both	OG0002281	fgraminearum::FGRAMPH1_01G24745	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327174.1	YFL024C	SPCC830.05c.1:pep	1	YFL024C	both
spom_only	spom_only	OG0002284	fgraminearum::FGRAMPH1_01G24781	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327192.1		SPCC18.04.1:pep	1	SPCC18.04.1:pep	spom
both	both	OG0002285	fgraminearum::FGRAMPH1_01G24783	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	yes	Positive_High	lethal_plus_high_confidence_yeast_transfer	XP_011327193.1	YDL108W	SPBC19F8.07.1:pep	1	YDL108W	both
spom_only	spom_only	OG0002289	fgraminearum::FGRAMPH1_01G24823	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327210.1		SPCC1795.07.1:pep	1	SPCC1795.07.1:pep	spom
spom_only	spom_only	OG0002293	fgraminearum::FGRAMPH1_01G24857	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327224.1		SPAC1687.11.1:pep	1	SPAC1687.11.1:pep	spom
spom_only	spom_only	OG0002294	fgraminearum::FGRAMPH1_01G24859	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327225.1		SPBC1718.06.1:pep	1	SPBC1718.06.1:pep	spom
both	both	OG0002297	fgraminearum::FGRAMPH1_01G24867	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327229.1	YKL172W	SPAC17H9.05.1:pep	1	YKL172W	both
both	both	OG0002298	fgraminearum::FGRAMPH1_01G24893	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327243.1	YDL166C	SPCC830.11c.1:pep	1	YDL166C	both
spom_only	spom_only	OG0002300	fgraminearum::FGRAMPH1_01G24899	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327246.1		SPBC428.16c.1:pep	1	SPBC428.16c.1:pep	spom
both	both	OG0002303	fgraminearum::FGRAMPH1_01G24911	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327252.1	YGR277C	SPAC1F12.08.1:pep	1	YGR277C	both
both	both	OG0002305	fgraminearum::FGRAMPH1_01G24945	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327269.1	YPR169W	SPAC1A6.02.1:pep	1	YPR169W	both
both	both	OG0002306	fgraminearum::FGRAMPH1_01G24959	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327275.1	YIL075C	SPBC17D11.07c.1:pep	1	YIL075C	both
both	both	OG0002308	fgraminearum::FGRAMPH1_01G25015	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327300.1	YML010W	SPAC23C4.19.1:pep	1	YML010W	both
scer_only	scer_only	OG0002312	fgraminearum::FGRAMPH1_01G24523	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327073.1	YNL232W		1	YNL232W	scer
scer_only	scer_only	OG0002320	fgraminearum::FGRAMPH1_01G23921	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326785.1	YDR141C		1	YDR141C	scer
both	both	OG0002322	fgraminearum::FGRAMPH1_01G23937	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326791.1	YOR103C	SPAC6F6.05.1:pep	1	YOR103C	both
both	both	OG0002325	fgraminearum::FGRAMPH1_01G23961	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326802.1	YKL012W	SPAC4D7.13.1:pep	1	YKL012W	both
spom_only	spom_only	OG0002326	fgraminearum::FGRAMPH1_01G23963	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326803.1		SPBC14F5.06.1:pep	1	SPBC14F5.06.1:pep	spom
both	both	OG0002328	fgraminearum::FGRAMPH1_01G23971	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326807.1	YBR202W	SPBC25D12.03c.1:pep	1	YBR202W	both
spom_only	spom_only	OG0002329	fgraminearum::FGRAMPH1_01G23973	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326808.1		SPBC29A3.15c.1:pep	1	SPBC29A3.15c.1:pep	spom
both	both	OG0002330	fgraminearum::FGRAMPH1_01G23975	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326809.1	YOR294W	SPBC29A3.16.1:pep	1	YOR294W	both
both	both	OG0002332	fgraminearum::FGRAMPH1_01G23989	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326816.1	YFL045C	SPAC1556.07.1:pep	1	YFL045C	both
both	both	OG0002333	fgraminearum::FGRAMPH1_01G23993	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326818.1	YBL097W	SPCC306.03c.1:pep	1	YBL097W	both
spom_only	spom_only	OG0002336	fgraminearum::FGRAMPH1_01G24029	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326835.1		SPAC4G8.09.1:pep	1	SPAC4G8.09.1:pep	spom
both	both	OG0002338	fgraminearum::FGRAMPH1_01G24019	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326830.1	YKL024C	SPCC1795.05c.1:pep	1	YKL024C	both
